From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (GO)	Gene Ontology IDs
P43355	P43355	reviewed	MAGA1_HUMAN	Melanoma-associated antigen 1 (Antigen MZ2-E) (Cancer/testis antigen 1.1) (CT1.1) (MAGE-1 antigen)	MAGEA1 MAGE1 MAGE1A	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; histone deacetylase binding [GO:0042826]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of transcription by RNA polymerase II [GO:0000122]	GO:0000122; GO:0005634; GO:0005737; GO:0005886; GO:0042826; GO:0045746
Q96IW7	Q96IW7	reviewed	SC22A_HUMAN	Vesicle-trafficking protein SEC22a (SEC22 vesicle-trafficking protein homolog A) (SEC22 vesicle-trafficking protein-like 2)	SEC22A SEC22L2	endoplasmic reticulum membrane [GO:0005789]; SNAP receptor activity [GO:0005484]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]	GO:0005484; GO:0005789; GO:0006888; GO:0015031
Q9BZW5	Q9BZW5	reviewed	TM6S1_HUMAN	Transmembrane 6 superfamily member 1	TM6SF1	lysosomal membrane [GO:0005765]	GO:0005765
Q9UJS0	Q9UJS0	reviewed	S2513_HUMAN	Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial (Calcium-binding mitochondrial carrier protein Aralar2) (ARALAR-related gene 2) (ARALAR2) (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)	SLC25A13 AGC2	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; 3-sulfino-L-alanine: proton, glutamate antiporter activity [GO:0000514]; aspartate:glutamate, proton antiporter activity [GO:0000515]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamate transmembrane transporter activity [GO:0005313]; aspartate transmembrane transport [GO:0015810]; ATP biosynthetic process [GO:0006754]; cellular respiration [GO:0045333]; gluconeogenesis [GO:0006094]; L-glutamate transmembrane transport [GO:0015813]; malate-aspartate shuttle [GO:0043490]; mitochondrial transport [GO:0006839]; response to calcium ion [GO:0051592]	GO:0000514; GO:0000515; GO:0005313; GO:0005509; GO:0005739; GO:0005743; GO:0005886; GO:0006094; GO:0006754; GO:0006839; GO:0015183; GO:0015810; GO:0015813; GO:0042802; GO:0043490; GO:0045333; GO:0051592
P23526	P23526	reviewed	SAHH_HUMAN	Adenosylhomocysteinase (AdoHcyase) (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase)	AHCY SAHH	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; melanosome [GO:0042470]; nucleus [GO:0005634]; adenosylhomocysteinase activity [GO:0004013]; one-carbon metabolic process [GO:0006730]; S-adenosylmethionine cycle [GO:0033353]	GO:0004013; GO:0005634; GO:0005783; GO:0005829; GO:0006730; GO:0033353; GO:0042470; GO:0070062
P60673	P60673	reviewed	PROF3_HUMAN	Profilin-3 (Profilin III)	PFN3	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634]; actin binding [GO:0003779]; lipid binding [GO:0008289]; actin cytoskeleton organization [GO:0030036]; positive regulation of actin filament bundle assembly [GO:0032233]; regulation of actin filament polymerization [GO:0030833]	GO:0003779; GO:0005634; GO:0005737; GO:0005856; GO:0008289; GO:0030036; GO:0030833; GO:0032233
Q01995	Q01995	reviewed	TAGL_HUMAN	Transgelin (22 kDa actin-binding protein) (Protein WS3-10) (Smooth muscle protein 22-alpha) (SM22-alpha)	TAGLN SM22 WS3-10	cytoplasm [GO:0005737]; actin binding [GO:0003779]; epithelial cell differentiation [GO:0030855]; muscle organ development [GO:0007517]	GO:0003779; GO:0005737; GO:0007517; GO:0030855
Q6ZNB7	Q6ZNB7	reviewed	ALKMO_HUMAN	Alkylglycerol monooxygenase (EC 1.14.16.5) (Transmembrane protein 195)	AGMO TMEM195	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; glyceryl-ether monooxygenase activity [GO:0050479]; iron ion binding [GO:0005506]; ether lipid metabolic process [GO:0046485]; membrane lipid metabolic process [GO:0006643]; triglyceride biosynthetic process [GO:0019432]	GO:0005506; GO:0005783; GO:0005789; GO:0006643; GO:0019432; GO:0046485; GO:0050479
Q75T13	Q75T13	reviewed	PGAP1_HUMAN	GPI inositol-deacylase (EC 3.1.-.-) (Post-GPI attachment to proteins factor 1) (hPGAP1)	PGAP1 UNQ3024/PRO9822	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; deacylase activity [GO:0160215]; hydrolase activity, acting on ester bonds [GO:0016788]; phosphatidylinositol deacylase activity [GO:0050185]; anterior/posterior axis specification [GO:0009948]; attachment of GPI anchor to protein [GO:0016255]; embryonic pattern specification [GO:0009880]; forebrain regionalization [GO:0021871]; GPI anchor biosynthetic process [GO:0006506]; positive regulation of ER to Golgi vesicle-mediated transport [GO:1902953]; protein transport [GO:0015031]; sensory perception of sound [GO:0007605]	GO:0005783; GO:0005789; GO:0006506; GO:0007605; GO:0009880; GO:0009948; GO:0015031; GO:0016255; GO:0016788; GO:0021871; GO:0050185; GO:0160215; GO:1902953
Q15762	Q15762	reviewed	CD226_HUMAN	CD226 antigen (DNAX accessory molecule 1) (DNAM-1) (CD antigen CD226)	CD226 DNAM1	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; cell adhesion molecule binding [GO:0050839]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; protein kinase binding [GO:0019901]; signaling receptor activity [GO:0038023]; cell adhesion [GO:0007155]; cell recognition [GO:0008037]; natural killer cell mediated cytotoxicity [GO:0042267]; positive regulation of Fc receptor mediated stimulatory signaling pathway [GO:0060369]; positive regulation of immunoglobulin mediated immune response [GO:0002891]; positive regulation of mast cell activation [GO:0033005]; positive regulation of natural killer cell cytokine production [GO:0002729]; positive regulation of natural killer cell mediated cytotoxicity [GO:0045954]; positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target [GO:0002860]; positive regulation of T cell receptor signaling pathway [GO:0050862]; positive regulation of type II interferon production [GO:0032729]; signal transduction [GO:0007165]	GO:0002729; GO:0002860; GO:0002891; GO:0005178; GO:0005886; GO:0007155; GO:0007165; GO:0008037; GO:0009897; GO:0009986; GO:0019901; GO:0032729; GO:0033005; GO:0038023; GO:0042267; GO:0042802; GO:0045121; GO:0045954; GO:0050839; GO:0050862; GO:0060369
Q9UN76	Q9UN76	reviewed	S6A14_HUMAN	Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+) (Amino acid transporter ATB0+) (Solute carrier family 6 member 14)	SLC6A14	apical plasma membrane [GO:0016324]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; plasma membrane [GO:0005886]; vesicle [GO:0031982]; (R)-carnitine transmembrane transporter activity [GO:1901235]; alanine transmembrane transporter activity [GO:0022858]; amino acid transmembrane transporter activity [GO:0015171]; aromatic amino acid transmembrane transporter activity [GO:0015173]; beta-alanine transmembrane transporter activity [GO:0001761]; branched-chain amino acid:sodium symporter activity [GO:0015657]; neutral, basic amino acid:sodium:chloride symporter activity [GO:0015374]; (R)-carnitine transmembrane transport [GO:1902270]; alanine transport [GO:0032328]; amino acid import across plasma membrane [GO:0089718]; amino acid transmembrane transport [GO:0003333]; amino acid transport [GO:0006865]; beta-alanine transport [GO:0001762]; glycine import across plasma membrane [GO:1903804]; response to toxic substance [GO:0009636]; sodium ion transmembrane transport [GO:0035725]	GO:0001761; GO:0001762; GO:0003333; GO:0005886; GO:0006865; GO:0009636; GO:0015171; GO:0015173; GO:0015374; GO:0015657; GO:0016020; GO:0016324; GO:0022858; GO:0031982; GO:0032328; GO:0035725; GO:0070062; GO:0089718; GO:1901235; GO:1902270; GO:1903804
O95727	O95727	reviewed	CRTAM_HUMAN	Cytotoxic and regulatory T-cell molecule (Class-I MHC-restricted T-cell-associated molecule) (CD antigen CD355)	CRTAM	immunological synapse [GO:0001772]; plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; signaling receptor binding [GO:0005102]; adaptive immune response [GO:0002250]; cell recognition [GO:0008037]; detection of stimulus [GO:0051606]; detection of tumor cell [GO:0002355]; establishment of T cell polarity [GO:0001768]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; lymphocyte migration into lymphoid organs [GO:0097021]; negative regulation of activated T cell proliferation [GO:0046007]; positive regulation of cytokine production [GO:0001819]; positive regulation of natural killer cell mediated cytotoxicity [GO:0045954]; positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target [GO:0002860]; positive regulation of type II interferon production [GO:0032729]; regulation of CD8-positive, alpha-beta T cell activation [GO:2001185]; regulation of T cell activation [GO:0050863]; regulation of T cell differentiation [GO:0045580]	GO:0001768; GO:0001772; GO:0001819; GO:0002250; GO:0002355; GO:0002860; GO:0005102; GO:0005886; GO:0007157; GO:0008037; GO:0032729; GO:0042802; GO:0045580; GO:0045954; GO:0046007; GO:0050863; GO:0051606; GO:0097021; GO:2001185
Q9Y6X9	Q9Y6X9	reviewed	MORC2_HUMAN	ATPase MORC2 (EC 3.6.1.-) (MORC family CW-type zinc finger protein 2) (Zinc finger CW-type coiled-coil domain protein 1)	MORC2 KIAA0852 ZCWCC1	cytoplasm [GO:0005737]; cytosol [GO:0005829]; heterochromatin [GO:0000792]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]; zinc ion binding [GO:0008270]; chromatin remodeling [GO:0006338]; constitutive heterochromatin formation [GO:0140719]; DNA damage response [GO:0006974]; fatty acid metabolic process [GO:0006631]; transposable element silencing by heterochromatin formation [GO:0141005]	GO:0000287; GO:0000792; GO:0003682; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006338; GO:0006631; GO:0006974; GO:0008270; GO:0016363; GO:0016887; GO:0042802; GO:0042803; GO:0140658; GO:0140719; GO:0141005
A0A0C4DH30	A0A0C4DH30	reviewed	HV316_HUMAN	Probable non-functional immunoglobulin heavy variable 3-16	IGHV3-16	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; immunoglobulin mediated immune response [GO:0016064]	GO:0003823; GO:0005576; GO:0005886; GO:0016064; GO:0019814
Q9H6Q3	Q9H6Q3	reviewed	SLAP2_HUMAN	Src-like-adapter 2 (Modulator of antigen receptor signaling) (MARS) (Src-like adapter protein 2) (SLAP-2)	SLA2 C20orf156 SLAP2	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; late endosome [GO:0005770]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; signaling adaptor activity [GO:0035591]; antigen receptor-mediated signaling pathway [GO:0050851]; B cell mediated immunity [GO:0019724]; negative regulation of calcium-mediated signaling [GO:0050849]; negative regulation of T cell receptor signaling pathway [GO:0050860]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of immune response [GO:0050776]; T cell activation [GO:0042110]	GO:0000122; GO:0005654; GO:0005737; GO:0005770; GO:0005794; GO:0005829; GO:0005886; GO:0010008; GO:0019724; GO:0035591; GO:0042110; GO:0050776; GO:0050849; GO:0050851; GO:0050860
Q9NQ76	Q9NQ76	reviewed	MEPE_HUMAN	Matrix extracellular phosphoglycoprotein (Osteoblast/osteocyte factor 45) (OF45) (Osteoregulin)	MEPE	endoplasmic reticulum lumen [GO:0005788]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular matrix protein binding [GO:1990430]; extracellular matrix structural constituent [GO:0005201]; biomineral tissue development [GO:0031214]; skeletal system development [GO:0001501]	GO:0001501; GO:0005201; GO:0005576; GO:0005788; GO:0031012; GO:0031214; GO:1990430
O95232	O95232	reviewed	LC7L3_HUMAN	Luc7-like protein 3 (Cisplatin resistance-associated-overexpressed protein) (Luc7A) (Okadaic acid-inducible phosphoprotein OA48-18) (cAMP regulatory element-associated protein 1) (CRE-associated protein 1) (CREAP-1)	LUC7L3 CREAP1 CROP O48	nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U1 snRNP [GO:0005685]; U2-type prespliceosome [GO:0071004]; DNA binding [GO:0003677]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; mRNA splice site recognition [GO:0006376]; RNA splicing [GO:0008380]	GO:0003677; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005685; GO:0006376; GO:0008380; GO:0016607; GO:0071004
Q9H6U6	Q9H6U6	reviewed	BCAS3_HUMAN	BCAS3 microtubule associated cell migration factor (Breast carcinoma-amplified sequence 3) (GAOB1)	BCAS3	cell leading edge [GO:0031252]; cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]; euchromatin [GO:0000791]; intermediate filament cytoskeleton [GO:0045111]; nucleus [GO:0005634]; phagophore assembly site [GO:0000407]; acetyltransferase activator activity [GO:0010698]; beta-tubulin binding [GO:0048487]; chromatin binding [GO:0003682]; histone acetyltransferase binding [GO:0035035]; histone binding [GO:0042393]; nuclear receptor binding [GO:0016922]; phosphatidylinositol binding [GO:0035091]; angiogenesis [GO:0001525]; autophagy [GO:0006914]; cell-cell signaling [GO:0007267]; cellular response to estrogen stimulus [GO:0071391]; positive regulation of catalytic activity [GO:0043085]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of actin cytoskeleton organization [GO:0032956]; response to estrogen [GO:0043627]; response to starvation [GO:0042594]	GO:0000407; GO:0000791; GO:0001525; GO:0003682; GO:0005634; GO:0005737; GO:0005881; GO:0006914; GO:0007267; GO:0010595; GO:0010698; GO:0016922; GO:0031252; GO:0032956; GO:0035035; GO:0035091; GO:0042393; GO:0042594; GO:0043085; GO:0043627; GO:0045111; GO:0045944; GO:0048487; GO:0071391
Q8N9W5	Q8N9W5	reviewed	DAAF3_HUMAN	Dynein axonemal assembly factor 3	DNAAF3 C19orf51	dynein axonemal particle [GO:0120293]; extracellular region [GO:0005576]; axonemal dynein complex assembly [GO:0070286]; brain development [GO:0007420]; cell morphogenesis [GO:0000902]; cerebrospinal fluid circulation [GO:0090660]; determination of adult lifespan [GO:0008340]; determination of left/right symmetry [GO:0007368]; heart development [GO:0007507]; lung development [GO:0030324]; motile cilium assembly [GO:0044458]; multicellular organism growth [GO:0035264]; seminiferous tubule development [GO:0072520]; spermatogenesis [GO:0007283]	GO:0000902; GO:0005576; GO:0007283; GO:0007368; GO:0007420; GO:0007507; GO:0008340; GO:0030324; GO:0035264; GO:0044458; GO:0070286; GO:0072520; GO:0090660; GO:0120293
O14662	O14662	reviewed	STX16_HUMAN	Syntaxin-16 (Syn16)	STX16	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; Golgi cisterna [GO:0031985]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; SNARE complex [GO:0031201]; synaptic vesicle membrane [GO:0030672]; trans-Golgi network [GO:0005802]; trans-Golgi network membrane [GO:0032588]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]; endocytic recycling [GO:0032456]; intracellular protein transport [GO:0006886]; retrograde transport, endosome to Golgi [GO:0042147]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]	GO:0000139; GO:0000149; GO:0005484; GO:0005737; GO:0005794; GO:0005802; GO:0005829; GO:0005925; GO:0006886; GO:0006906; GO:0012505; GO:0016020; GO:0019905; GO:0030672; GO:0031201; GO:0031985; GO:0032456; GO:0032588; GO:0042147; GO:0043231; GO:0048278; GO:0048471
P17661	P17661	reviewed	DESM_HUMAN	Desmin	DES	cardiac myofibril [GO:0097512]; cell tip [GO:0051286]; cell-cell junction [GO:0005911]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; fascia adherens [GO:0005916]; intercalated disc [GO:0014704]; intermediate filament [GO:0005882]; intermediate filament cytoskeleton [GO:0045111]; neuromuscular junction [GO:0031594]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; sarcolemma [GO:0042383]; Z disc [GO:0030018]; cytoskeletal protein binding [GO:0008092]; identical protein binding [GO:0042802]; structural constituent of cytoskeleton [GO:0005200]; cytoskeleton organization [GO:0007010]; intermediate filament organization [GO:0045109]; muscle contraction [GO:0006936]; nuclear envelope organization [GO:0006998]; regulation of heart contraction [GO:0008016]; skeletal muscle organ development [GO:0060538]	GO:0005200; GO:0005634; GO:0005635; GO:0005829; GO:0005882; GO:0005911; GO:0005916; GO:0006936; GO:0006998; GO:0007010; GO:0008016; GO:0008092; GO:0014704; GO:0030018; GO:0031594; GO:0042383; GO:0042802; GO:0045109; GO:0045111; GO:0051286; GO:0060538; GO:0070062; GO:0097512
O75764	O75764	reviewed	TCEA3_HUMAN	Transcription elongation factor A protein 3 (Transcription elongation factor S-II protein 3) (Transcription elongation factor TFIIS.h)	TCEA3 TFIISH	nucleus [GO:0005634]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription elongation by RNA polymerase II [GO:0006368]	GO:0003677; GO:0005634; GO:0006357; GO:0006368; GO:0008270
